master_id,ebsco_search_position,title,screening_status,Q1_1_management_domain,Q1_2_empirical_ulmc,Q1_3_not_pls,decision,confidence,rationale,q1_1_reason_code,q1_1_reason_text,q1_2_reason_code,q1_2_reason_text,q1_3_reason_code,q1_3_reason_text,decision_reason_code,decision_reason_text,evidence_type,pdf_evidence_snippet,text_file
M0320,140,"""Distinctiveness–Conformity"" Paradox: How to Leverage Digital Platform Capabilities to Enhance SMEs Ecological Niches.",level1_fail,True,False,True,excluded,medium,Q1.2: Harman primary CMV test; ULMC mention insufficient,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=2),ULMC_FAIL_HARMAN_ONLY,Harman primary CMV test; ULMC mention insufficient,PLS_PASS_NOT_DETECTED,no PLS-SEM detected,EXCLUDE_Q1_2_ULMC,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=2). Q1.2 FAIL (ULMC_FAIL_HARMAN_ONLY): Harman primary CMV test; ULMC mention insufficient. Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: excluded — Level 1 eligibility fail.,ulmc,"4.3. Non-Response and Common Method Bias First, we used the Harman one-factor test to detect CMB. The total explanation of the five facto",EBSCO_M0320_Kong_2025_DistinctivenessConformity_Paradox_How_to_Leverag.txt
M0321,141,The relationship between college students' legal cognition and maladaptive risk-taking behaviors: the moderating effect of need for cognitive closure.,level1_fail,False,True,True,excluded,low,Q1.1: no management-domain signal; flag for manual review,DOMAIN_FAIL_NO_SIGNAL,no management-domain signal; flag for manual review,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,EXCLUDE_Q1_1_DOMAIN,Q1.1 FAIL (DOMAIN_FAIL_NO_SIGNAL): no management-domain signal; flag for manual review. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: excluded — Level 1 eligibility fail.,ulmc,"ess driving, and delinquency, which existing frameworks only partially explain (Willoughby et al., 2021; Leather, 2009). Such behavio",EBSCO_M0321_Yu_Hu_2025_The_relationship_between_college_students_legal.txt
M0322,142,The relationship between teacher care and Chinese college students' physical education class learning satisfaction: the chain mediation effect of exercise enjoyment and exercise self-efficacy.,level1_fail,False,True,True,excluded,low,Q1.1: no management-domain signal; flag for manual review,DOMAIN_FAIL_NO_SIGNAL,no management-domain signal; flag for manual review,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=2),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,EXCLUDE_Q1_1_DOMAIN,Q1.1 FAIL (DOMAIN_FAIL_NO_SIGNAL): no management-domain signal; flag for manual review. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=2). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: excluded — Level 1 eligibility fail.,ulmc,"icacy Haixiong Chen 1 and Jun Xiang 2* 1Guangdong Vocational Institute of Sport, Guangzhou, China, 2School of Physical Education and Health",EBSCO_M0322_Xiang_2025_The_relationship_between_teacher_care_and_Chines.txt
M0323,143,The role of social support in the association between quality of life and demoralization in patients with inflammatory bowel disease: a cross-sectional study.,level1_fail,True,True,True,excluded,high,Low confidence include — verify manually. Q1.1–Q1.3 all pass,DOMAIN_BORDERLINE_CLINICAL_PATIENTS,Clinical patient sample — verify organizational vs. clinical scope,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,EXCLUDE_Q1_1_DOMAIN_USER,Q1.1 PASS (DOMAIN_BORDERLINE_CLINICAL_PATIENTS): Clinical patient sample — verify organizational vs. clinical scope. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: manual_review — Clinical patient sample — verify organizational vs. clinical scope; Q1.1–Q1.3 auto-pass but domain/sample borderline (not excluded). User override: exclude; domain out of scope — clinical IBD patients; not organizational,ulmc,"uality control Common method variance was assessed using an unmeasured latent method factor approach, indicating average method variance of 18.3%, bel",EBSCO_M0323_Jingrui_Ji_2024_The_role_of_social_support_in_the_association_be.txt
M0324,144,The threshold moderating effect of self-efficacy: a nonlinear transformation mechanism of work passion on job satisfaction among sports practitioners.,included,True,True,True,included,high,Q1.1–Q1.3 all pass,DOMAIN_PASS_JOURNAL_OUTLET,management journal/outlet match,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=2),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_JOURNAL_OUTLET): management journal/outlet match. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=2). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"Bias (CMB): Statistical control was implemented using the Unmeasured Latent Method Factor (ULMC) approach. After adding the method factor, changes i",EBSCO_M0324_Miao_2025_The_threshold_moderating_effect_of_self-efficacy.txt
M0325,145,Online Fitness Content as a behavioral catalyst: extending the Theory of Planned Behavior to unmask time-dependent effects on resistance training engagement.,included,True,True,True,included,medium,Q1.1–Q1.3 all pass,DOMAIN_BORDERLINE_STUDENT_SAMPLE,Student sample — verify workplace/organizational relevance,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_BORDERLINE_STUDENT_SAMPLE): Student sample — verify workplace/organizational relevance. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"Considering the limited sensitivity of Harman’s test, the unmeasured latent method factor approach was further employed. This method involved introd",EBSCO_M0325_Wei_Wei_2025_Online_Fitness_Content_as_a_behavioral_catalyst.txt
M0326,146,Protecting work engagement from digital fatigue: the contingent roles of leadership style and network ties.,included,True,True,True,included,medium,Q1.1–Q1.3 all pass,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=5),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=5). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"nimal (Hair et al., 2014). To further assess CMB, a single unmeasured latent method factor approach was applied (Podsakoff et al., 2003). This invol",EBSCO_M0326_Deng_2025_Protecting_work_engagement_from_digital_fatigue.txt
M0327,147,"The impact of mission valence on innovative work behavior among civil servants: the roles of harmonious passion, spiritual leadership, and the organization's fault-tolerant climate.",included,True,True,True,included,high,Q1.1–Q1.3 all pass,DOMAIN_PASS_JOURNAL_OUTLET,management journal/outlet match,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_JOURNAL_OUTLET): management journal/outlet match. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,l. 10.3389/fpsyg.2025.1722923 employed the control of the unmeasured latent method factor approach to test for common method bias in the data. After,EBSCO_M0327_Liu_2025_The_impact_of_mission_valence_on_innovative_work.txt
M0722,148,The impact of social support on the quality of sports participation among individuals with disabilities: the chain mediating effects of psychological capital and self-esteem.,level1_fail,,,,excluded,high,2026-06-26: exclude; Q1.1 domain out of scope — adaptive sports/disability participation (not management or OB).,,,,,,,EXCLUDE_Q1_1_DOMAIN_USER,User decision 2026-06-26: exclude; Q1.1 domain out of scope — adaptive sports/disability participation (not management or OB). Decision: excluded — metadata/user L1 (no PDF on disk).,metadata,"Background: Individuals with disabilities possess the right to equally participate in cultural, recreational, and sporting activities. Enhancing the quality of sports participation among this population is therefore of significant importance for promoting social equity. Grounded…",
M0723,149,Perceived algorithmic control and gig workers' work engagement: assessing the mediating role of psychological empowerment and the moderating effect of deep acting.,excluded_pls,True,True,False,excluded_pls,medium,PLS-SEM excluded (Q1.3): PLS-SEM estimation detected; domain=True; ulmc=True,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=1),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_FAIL_SEM_DETECTED,PLS-SEM estimation detected,EXCLUDE_Q1_3_PLS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=1). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 FAIL (PLS_FAIL_SEM_DETECTED): PLS-SEM estimation detected. Decision: excluded_pls — PLS-SEM detected (Q1.3 fail); not a hard reject of domain/ULMC.,pls,"sion analysis. It is founded on variance analysis and uses partial least squares method­ ology for model prediction and analysis, enabling s",
M0724,150,The roles of finance opinion and income source in the link between financial literacy and student financial behaviour in Tanzania.,level1_fail,,,,excluded,high,2026-06-26: exclude; Q1.1 domain out of scope — student financial literacy (Tanzania accounting & finance).,,,,,,,EXCLUDE_Q1_1_DOMAIN_USER,User decision 2026-06-26: exclude; Q1.1 domain out of scope — student financial literacy (Tanzania accounting & finance). Decision: excluded — metadata/user L1 (no PDF on disk).,metadata,"It is widely recognised that youth financial literacy and responsible financial behaviour are critical for inclusive economic development, closely aligned with the United Nations Sustainable Development Goals, particularly SDG 4.4. This study examined the influence of financial…",
